system:index,date,mean,name,.geo
20240520T073226_20240521T211644_1,2024-05-20,0.043357357005371,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240520T073226_20240521T211644_2,2024-05-20,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240520T073226_20240521T211644_3,2024-05-20,0.03250710854514599,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240520T073226_20240521T211644_4,2024-05-20,0.03752352785609897,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240520T091356_20240521T225617_0,2024-05-20,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240520T091356_20240521T225617_1,2024-05-20,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240520T091356_20240521T225617_2,2024-05-20,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240520T091356_20240521T225617_3,2024-05-20,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240520T091356_20240521T225617_4,2024-05-20,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240520T105526_20240522T004651_0,2024-05-20,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240520T105526_20240522T004651_1,2024-05-20,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240520T105526_20240522T004651_2,2024-05-20,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240520T105526_20240522T004651_3,2024-05-20,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240520T105526_20240522T004651_4,2024-05-20,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240520T123656_20240522T022623_0,2024-05-20,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240520T123656_20240522T022623_1,2024-05-20,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240520T123656_20240522T022623_2,2024-05-20,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20240520T123656_20240522T022623_3,2024-05-20,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20240520T123656_20240522T022623_4,2024-05-20,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20240520T141826_20240522T040626_0,2024-05-20,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20240520T141826_20240522T040626_1,2024-05-20,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20240520T141826_20240522T040626_2,2024-05-20,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
