system:index,date,mean,name,.geo
20241116T124958_20241120T170515_0,2024-11-16,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241116T124958_20241120T170515_1,2024-11-16,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241116T124958_20241120T170515_2,2024-11-16,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241116T124958_20241120T170515_3,2024-11-16,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241116T124958_20241120T170515_4,2024-11-16,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241116T143127_20241120T164345_0,2024-11-16,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241116T143127_20241120T164345_1,2024-11-16,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241116T143127_20241120T164345_2,2024-11-16,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241116T143127_20241120T164345_3,2024-11-16,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241116T143127_20241120T164345_4,2024-11-16,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241116T161257_20241120T163944_0,2024-11-16,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241116T161257_20241120T163944_1,2024-11-16,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241116T161257_20241120T163944_2,2024-11-16,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241116T161257_20241120T163944_3,2024-11-16,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241116T161257_20241120T163944_4,2024-11-16,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241116T175427_20241120T171255_0,2024-11-16,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241116T175427_20241120T171255_1,2024-11-16,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241116T175427_20241120T171255_2,2024-11-16,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241116T175427_20241120T171255_3,2024-11-16,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241116T175427_20241120T171255_4,2024-11-16,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241116T193556_20241120T171332_0,2024-11-16,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241116T193556_20241120T171332_1,2024-11-16,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241116T193556_20241120T171332_2,2024-11-16,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241116T193556_20241120T171332_3,2024-11-16,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241116T193556_20241120T171332_4,2024-11-16,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241116T211726_20241120T170311_0,2024-11-16,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
20241116T211726_20241120T170311_1,2024-11-16,,Mumbai,"{""type"":""Point"",""coordinates"":[72.8777,19.076]}"
20241116T211726_20241120T170311_2,2024-11-16,,Chennai,"{""type"":""Point"",""coordinates"":[80.2707,13.0827]}"
20241116T211726_20241120T170311_3,2024-11-16,,Bangalore,"{""type"":""Point"",""coordinates"":[77.5946,12.971600000000002]}"
20241116T211726_20241120T170311_4,2024-11-16,,Hyderabad,"{""type"":""Point"",""coordinates"":[78.4867,17.385]}"
20241116T225856_20241121T084127_0,2024-11-16,,Delhi,"{""type"":""Point"",""coordinates"":[77.209,28.613900000000005]}"
